Age,Gender,Annual_Income,Employment_Status,Education_Level,Marital_Status,Dependents,Loan_Amount,Loan_Term,Credit_Score,Existing_Loan,Property_Area,Loan_Status
28,Female,578638,Salaried,Graduate,Single,1,1861146,36,322,Yes,Rural,0
58,Female,1210560,Self-Employed,Graduate,Single,0,1886935,120,499,No,Rural,0
32,Female,1287888,Salaried,Graduate,Single,3,983016,36,541,Yes,Rural,0
44,Male,342458,Self-Employed,Not Graduate,Married,2,844733,12,538,No,Semiurban,0
48,Female,1281867,Salaried,Graduate,Married,0,1185425,360,602,No,Urban,1
28,Male,943567,Self-Employed,Graduate,Single,3,779353,24,464,Yes,Semiurban,0
48,Male,674608,Salaried,Not Graduate,Married,4,1562820,360,475,No,Semiurban,0
56,Female,1170462,Self-Employed,Graduate,Married,1,1953767,36,328,Yes,Rural,0
46,Female,1685963,Salaried,Not Graduate,Married,3,924479,24,834,No,Semiurban,1
28,Female,827044,Self-Employed,Graduate,Married,4,399135,240,593,No,Urban,1
48,Female,1123417,Salaried,Not Graduate,Single,0,899490,12,776,Yes,Rural,1
48,Female,565105,Self-Employed,Graduate,Single,0,542474,240,682,No,Urban,1
57,Male,1949785,Self-Employed,Not Graduate,Married,4,1032430,60,855,No,Semiurban,1
61,Female,1558791,Salaried,Not Graduate,Married,4,1515226,60,595,Yes,Rural,0
56,Female,1902835,Self-Employed,Graduate,Married,1,1915349,60,633,No,Urban,0
47,Female,1453659,Self-Employed,Graduate,Single,0,1992853,24,547,No,Urban,1
37,Male,1153466,Salaried,Graduate,Single,4,982511,36,540,Yes,Rural,0
29,Female,784151,Salaried,Not Graduate,Married,2,1460598,24,405,No,Urban,0
53,Male,191777,Salaried,Graduate,Married,2,1780735,240,860,Yes,Rural,0
40,Female,196250,Self-Employed,Graduate,Married,4,892252,120,422,No,Rural,0
33,Female,1041372,Self-Employed,Graduate,Married,1,1507466,240,334,Yes,Semiurban,0
48,Male,1500850,Salaried,Graduate,Single,0,982930,36,715,No,Urban,1
49,Female,625147,Salaried,Graduate,Single,2,1040135,240,626,No,Rural,1
33,Male,1903282,Self-Employed,Not Graduate,Single,4,1405511,240,594,Yes,Semiurban,0
55,Male,1070041,Unemployed,Graduate,Single,4,270712,12,731,No,Semiurban,1
26,Male,1938698,Salaried,Not Graduate,Single,3,1626119,180,646,Yes,Rural,1
38,Female,165216,Unemployed,Graduate,Single,4,1787762,60,336,No,Rural,0
25,Female,496293,Salaried,Graduate,Married,1,1067765,36,811,Yes,Urban,1
45,Female,677297,Salaried,Graduate,Married,2,841376,360,834,No,Urban,1
22,Male,1026336,Self-Employed,Graduate,Single,3,481042,360,317,No,Urban,0
30,Female,1883263,Salaried,Not Graduate,Single,2,866929,360,326,No,Rural,1
50,Male,295281,Salaried,Not Graduate,Single,2,864155,360,835,Yes,Semiurban,0
25,Female,853803,Salaried,Graduate,Married,1,1002791,36,328,No,Semiurban,1
53,Male,1737893,Self-Employed,Graduate,Married,4,848277,60,416,No,Rural,0
21,Male,1659405,Self-Employed,Graduate,Married,1,1974841,240,431,No,Urban,0
38,Male,884803,Salaried,Not Graduate,Married,4,511322,12,588,No,Semiurban,0
52,Female,338069,Salaried,Not Graduate,Single,3,1453759,24,535,No,Semiurban,0
31,Male,1562891,Salaried,Not Graduate,Married,1,1564778,24,341,No,Urban,0
41,Male,264456,Self-Employed,Graduate,Single,1,266879,240,459,No,Semiurban,0
46,Male,1523279,Salaried,Graduate,Married,0,1335655,240,424,Yes,Urban,1
45,Male,1001324,Self-Employed,Graduate,Married,1,1154145,180,559,No,Semiurban,0
42,Male,1006841,Salaried,Graduate,Married,0,131434,360,575,No,Semiurban,1
47,Male,969497,Salaried,Graduate,Married,4,1309573,36,512,Yes,Semiurban,0
33,Female,1965335,Salaried,Graduate,Single,4,1343366,60,772,No,Urban,1
53,Female,532688,Salaried,Graduate,Single,4,992967,240,869,No,Semiurban,1
54,Male,1568060,Unemployed,Not Graduate,Single,0,1885752,240,730,No,Semiurban,0
61,Female,183783,Salaried,Not Graduate,Single,4,1055844,120,379,Yes,Semiurban,0
55,Female,184152,Salaried,Graduate,Single,2,1528074,12,527,Yes,Rural,0
21,Male,1781605,Salaried,Graduate,Single,1,1150658,24,394,No,Semiurban,1
41,Male,594718,Salaried,Graduate,Single,0,497905,12,723,Yes,Semiurban,1
26,Male,1751956,Salaried,Not Graduate,Married,4,388551,12,815,No,Urban,1
48,Female,298725,Salaried,Not Graduate,Single,2,1701936,180,464,No,Urban,0
37,Male,641215,Salaried,Not Graduate,Married,1,1056137,360,725,Yes,Rural,1
25,Female,1953500,Self-Employed,Not Graduate,Single,1,901198,12,341,No,Urban,0
51,Male,321541,Salaried,Graduate,Married,4,1164287,60,702,No,Urban,0
25,Female,1977000,Salaried,Graduate,Single,2,558469,180,715,Yes,Urban,1
58,Male,1547203,Unemployed,Graduate,Married,0,1888225,240,599,No,Rural,0
23,Male,1058017,Salaried,Graduate,Single,4,1572434,60,354,Yes,Rural,0
43,Female,471898,Salaried,Not Graduate,Single,1,686288,180,635,No,Semiurban,1
57,Female,835338,Salaried,Graduate,Single,1,889941,60,729,No,Semiurban,1
57,Female,1286168,Salaried,Graduate,Single,1,1553762,180,633,No,Urban,1
30,Female,1555263,Self-Employed,Graduate,Married,4,1383077,180,705,No,Semiurban,1
30,Female,193169,Salaried,Not Graduate,Single,3,878786,36,329,No,Semiurban,0
39,Female,1640079,Self-Employed,Graduate,Single,3,350714,60,834,Yes,Rural,1
37,Male,204745,Salaried,Graduate,Married,3,1629898,36,816,No,Rural,1
41,Female,1833032,Salaried,Graduate,Single,2,66263,240,874,No,Semiurban,1
34,Male,788273,Self-Employed,Graduate,Married,4,1279747,360,520,No,Semiurban,0
29,Male,1188347,Salaried,Graduate,Married,1,1303960,360,893,No,Semiurban,1
21,Female,1990551,Self-Employed,Not Graduate,Single,2,552574,180,793,No,Urban,1
33,Male,1910328,Salaried,Graduate,Single,3,1173924,360,552,No,Rural,1
24,Female,171067,Self-Employed,Not Graduate,Married,0,659563,24,863,No,Semiurban,1
21,Female,201033,Salaried,Graduate,Single,2,1518717,180,620,No,Semiurban,0
60,Male,195256,Self-Employed,Graduate,Married,2,825299,24,338,No,Urban,0
52,Male,895993,Salaried,Not Graduate,Single,4,1380295,24,764,No,Rural,0
54,Female,389455,Self-Employed,Graduate,Single,2,1120807,24,710,No,Urban,1
48,Female,652264,Salaried,Graduate,Married,4,1961943,24,711,No,Urban,1
51,Male,1398993,Self-Employed,Not Graduate,Single,0,753091,360,791,Yes,Semiurban,1
28,Male,1089695,Salaried,Graduate,Single,1,859532,60,737,No,Urban,1
59,Male,236803,Unemployed,Not Graduate,Single,1,1764704,120,778,Yes,Urban,0
46,Male,1402390,Salaried,Graduate,Married,3,1066339,60,371,Yes,Semiurban,0
54,Female,268843,Salaried,Graduate,Single,3,1607711,240,881,No,Rural,1
23,Female,629809,Salaried,Graduate,Married,0,240409,120,519,No,Semiurban,1
32,Female,703280,Salaried,Not Graduate,Single,1,1870321,60,303,No,Rural,0
21,Female,1411179,Salaried,Graduate,Married,3,823418,240,589,No,Urban,1
64,Male,723091,Unemployed,Not Graduate,Single,2,1673561,360,679,No,Urban,0
25,Male,1570695,Unemployed,Not Graduate,Single,4,61357,24,654,Yes,Semiurban,0
50,Female,1917413,Salaried,Graduate,Married,3,510189,12,379,No,Semiurban,1
50,Female,294282,Unemployed,Graduate,Single,0,730306,180,365,No,Semiurban,0
37,Female,626545,Salaried,Graduate,Married,1,1840360,120,435,No,Urban,0
43,Female,1224846,Salaried,Graduate,Single,0,1693902,12,698,No,Urban,1
35,Female,1653800,Self-Employed,Graduate,Married,4,1990920,24,646,No,Rural,1
57,Female,1967793,Self-Employed,Graduate,Single,4,629437,120,358,No,Semiurban,1
41,Female,681740,Unemployed,Not Graduate,Married,0,1104142,12,818,Yes,Urban,0
34,Female,1502206,Salaried,Not Graduate,Single,3,696762,60,536,No,Rural,1
22,Female,1213435,Self-Employed,Not Graduate,Married,3,878008,240,378,No,Semiurban,0
31,Male,1094740,Salaried,Not Graduate,Married,1,1938326,24,857,No,Semiurban,1
59,Female,1099403,Salaried,Graduate,Single,1,1430270,60,414,No,Rural,1
58,Male,1754947,Salaried,Graduate,Married,2,439203,60,761,No,Rural,1
54,Male,1310038,Unemployed,Not Graduate,Married,2,1674272,24,425,No,Rural,0
58,Female,1346311,Self-Employed,Graduate,Single,1,1545298,120,872,No,Urban,1
54,Female,399737,Self-Employed,Not Graduate,Single,2,823358,180,799,No,Semiurban,1
38,Male,1479773,Salaried,Graduate,Single,0,391293,36,401,Yes,Semiurban,0
50,Male,292157,Salaried,Graduate,Single,3,1925175,36,473,Yes,Rural,0
35,Female,1550465,Salaried,Not Graduate,Single,2,345843,180,751,Yes,Urban,1
47,Male,340167,Salaried,Not Graduate,Single,2,1346665,360,391,Yes,Rural,0
54,Female,743805,Salaried,Graduate,Married,0,1410265,24,684,No,Urban,1
58,Female,1875089,Self-Employed,Not Graduate,Married,4,543985,36,504,No,Semiurban,1
53,Female,1334895,Salaried,Graduate,Married,1,1282077,180,662,Yes,Semiurban,1
44,Male,1078057,Salaried,Graduate,Single,0,1474647,12,797,No,Urban,1
35,Male,1612603,Salaried,Not Graduate,Single,4,268422,180,836,Yes,Semiurban,1
50,Female,1425029,Salaried,Graduate,Married,0,859818,360,533,No,Semiurban,1
62,Male,1073639,Salaried,Graduate,Married,3,1419993,120,315,Yes,Rural,0
37,Male,286645,Unemployed,Graduate,Single,0,1735176,240,440,Yes,Urban,0
25,Male,1710611,Self-Employed,Graduate,Married,0,878017,180,719,Yes,Semiurban,1
49,Male,1192092,Self-Employed,Graduate,Single,3,1490846,60,755,No,Semiurban,1
24,Male,1802131,Salaried,Graduate,Single,1,809652,60,599,No,Urban,1
30,Male,1336837,Salaried,Graduate,Married,4,1106085,240,638,Yes,Semiurban,1
37,Male,492221,Salaried,Not Graduate,Single,2,1841788,24,602,No,Urban,0
30,Female,586862,Self-Employed,Graduate,Single,1,292225,60,891,Yes,Urban,1
37,Male,488767,Self-Employed,Not Graduate,Single,0,913039,12,375,No,Rural,0
40,Male,1329580,Salaried,Graduate,Single,2,1322926,180,615,No,Urban,1
44,Male,1703763,Salaried,Graduate,Married,3,1997393,240,799,Yes,Rural,1
25,Male,203687,Salaried,Graduate,Single,1,1832700,12,374,No,Semiurban,0
54,Male,1004744,Self-Employed,Graduate,Single,4,258222,24,665,No,Urban,1
26,Male,1306191,Unemployed,Graduate,Married,1,1567629,60,845,No,Rural,0
22,Male,543120,Self-Employed,Graduate,Single,1,305117,240,695,No,Urban,1
33,Male,701852,Salaried,Graduate,Single,2,1161881,36,530,No,Semiurban,1
63,Female,1129091,Salaried,Graduate,Married,3,1986093,180,327,No,Rural,0
63,Male,681985,Salaried,Graduate,Married,3,1403571,36,774,No,Rural,1
31,Male,754453,Salaried,Graduate,Single,1,1437630,120,594,No,Rural,0
43,Male,1927858,Salaried,Graduate,Single,3,1132983,24,726,No,Semiurban,1
36,Male,1084550,Self-Employed,Not Graduate,Married,2,883038,120,390,No,Rural,0
51,Female,732111,Self-Employed,Graduate,Single,2,1730141,36,414,No,Semiurban,0
31,Female,683903,Salaried,Graduate,Single,4,1309166,36,458,No,Semiurban,1
36,Female,656554,Self-Employed,Graduate,Single,3,1753068,36,557,No,Urban,0
28,Female,1066931,Salaried,Not Graduate,Married,4,1064298,120,672,No,Semiurban,1
24,Female,750724,Salaried,Graduate,Single,0,1537444,240,389,No,Rural,0
60,Female,1914455,Salaried,Not Graduate,Married,2,1764184,24,597,Yes,Rural,1
24,Female,1581282,Salaried,Graduate,Married,1,322659,360,330,No,Semiurban,1
45,Female,1007549,Salaried,Not Graduate,Married,2,1461298,180,657,No,Semiurban,1
23,Female,709070,Salaried,Not Graduate,Married,0,1977353,360,769,No,Urban,1
52,Female,1277109,Salaried,Not Graduate,Single,1,1240478,240,427,Yes,Urban,0
23,Female,390011,Unemployed,Graduate,Married,3,1421351,180,569,Yes,Rural,0
47,Female,1387903,Salaried,Graduate,Single,3,1461504,12,797,No,Semiurban,1
49,Female,1703744,Salaried,Graduate,Married,2,1224072,360,712,No,Rural,1
52,Female,222684,Salaried,Graduate,Married,1,974303,12,508,No,Semiurban,0
39,Female,1648710,Self-Employed,Not Graduate,Single,1,779443,360,605,No,Rural,1
41,Female,1980029,Salaried,Graduate,Married,4,1326746,36,490,No,Rural,1
25,Male,1938220,Self-Employed,Graduate,Married,0,457544,24,656,No,Rural,1
38,Female,1415197,Salaried,Graduate,Single,3,1504471,360,756,No,Semiurban,1
48,Male,1433871,Salaried,Graduate,Married,2,1643922,24,748,No,Urban,1
62,Female,925723,Self-Employed,Graduate,Married,1,1486946,60,367,No,Urban,0
42,Female,1980288,Salaried,Not Graduate,Married,3,1327421,60,766,No,Semiurban,1
41,Male,1097509,Salaried,Graduate,Single,2,1407416,240,659,No,Urban,1
26,Female,1991646,Salaried,Graduate,Married,3,1862899,360,686,Yes,Rural,1
21,Male,1756241,Self-Employed,Graduate,Single,2,88872,120,427,Yes,Semiurban,1
25,Male,1829108,Salaried,Graduate,Single,3,1677835,360,784,No,Semiurban,1
61,Male,1897052,Salaried,Graduate,Single,4,918515,360,543,No,Urban,0
32,Female,1104138,Unemployed,Graduate,Married,0,597594,60,318,No,Urban,0
46,Female,887651,Salaried,Not Graduate,Married,3,1520002,240,695,Yes,Rural,0
54,Female,1746246,Self-Employed,Not Graduate,Married,0,95693,180,528,No,Semiurban,1
34,Male,1969239,Self-Employed,Not Graduate,Married,3,1913247,180,667,No,Urban,1
46,Male,861423,Salaried,Graduate,Single,1,667654,240,357,No,Semiurban,1
47,Female,303466,Salaried,Not Graduate,Single,4,381061,120,580,No,Rural,1
29,Female,384318,Salaried,Not Graduate,Married,4,412512,12,856,No,Rural,1
46,Female,522778,Self-Employed,Not Graduate,Married,0,548109,36,401,No,Rural,1
42,Female,281936,Self-Employed,Graduate,Single,1,1324025,24,347,No,Semiurban,0
50,Female,1107726,Self-Employed,Not Graduate,Married,2,188519,12,861,Yes,Semiurban,1
63,Male,797952,Unemployed,Not Graduate,Married,4,529120,240,892,Yes,Semiurban,0
37,Male,826315,Self-Employed,Not Graduate,Married,1,201343,180,358,Yes,Semiurban,0
46,Male,522818,Salaried,Graduate,Married,1,509091,12,460,No,Semiurban,1
56,Female,1302109,Salaried,Not Graduate,Married,0,1741333,120,402,Yes,Rural,0
21,Male,1018277,Self-Employed,Not Graduate,Married,1,1839446,36,711,Yes,Rural,0
28,Male,1446573,Salaried,Graduate,Single,1,797405,180,482,Yes,Rural,1
55,Male,1268166,Salaried,Graduate,Single,2,677722,120,716,Yes,Urban,1
35,Male,1588495,Self-Employed,Not Graduate,Single,0,762203,240,415,No,Rural,1
42,Male,478615,Salaried,Graduate,Single,0,338365,12,698,Yes,Semiurban,1
34,Female,1702268,Unemployed,Graduate,Married,1,308180,24,736,No,Rural,1
46,Male,631530,Self-Employed,Graduate,Married,2,1453519,60,617,No,Urban,1
48,Female,1714371,Salaried,Not Graduate,Single,3,106467,120,549,Yes,Urban,1
43,Female,1504018,Unemployed,Graduate,Single,4,1958277,180,746,No,Urban,0
34,Female,1654900,Salaried,Graduate,Single,0,161414,12,796,No,Urban,1
44,Female,1443512,Salaried,Graduate,Single,2,1955593,60,642,No,Urban,1
22,Female,1771788,Salaried,Not Graduate,Single,2,93086,60,726,Yes,Semiurban,1
46,Male,559925,Salaried,Graduate,Married,1,1995945,12,539,No,Rural,0
34,Male,1208302,Salaried,Not Graduate,Married,4,1709488,36,358,No,Semiurban,0
27,Female,341896,Salaried,Not Graduate,Single,0,655432,12,826,Yes,Semiurban,1
23,Female,1239118,Salaried,Graduate,Single,3,1099214,180,502,Yes,Urban,0
43,Female,563461,Salaried,Graduate,Married,1,1040749,240,765,No,Rural,1
63,Male,1233329,Self-Employed,Graduate,Married,0,907111,24,595,No,Rural,1
38,Female,1016220,Self-Employed,Graduate,Married,0,1292582,180,586,No,Rural,1
58,Male,433460,Salaried,Graduate,Single,2,903192,240,372,No,Urban,0
55,Female,383979,Salaried,Not Graduate,Married,4,97234,60,822,Yes,Semiurban,1
35,Male,758986,Salaried,Not Graduate,Single,3,1421769,24,636,No,Rural,1
45,Female,428104,Salaried,Graduate,Single,4,1948851,120,617,No,Semiurban,0
57,Male,1229367,Self-Employed,Graduate,Married,2,753407,60,502,No,Rural,0
48,Female,1175270,Self-Employed,Graduate,Married,3,1208982,360,530,No,Rural,1
30,Male,437360,Salaried,Graduate,Married,3,1239389,36,862,No,Rural,1
59,Male,1525147,Salaried,Graduate,Single,1,825471,12,356,No,Rural,1
37,Male,747578,Salaried,Not Graduate,Married,3,375148,120,719,No,Urban,1
59,Male,721302,Self-Employed,Not Graduate,Married,0,1422209,360,579,No,Urban,0
42,Male,285150,Salaried,Graduate,Single,4,1907999,180,604,No,Semiurban,0
46,Male,1145893,Unemployed,Not Graduate,Married,4,155711,24,765,No,Urban,1
64,Male,1249095,Self-Employed,Graduate,Married,1,1517873,120,473,No,Rural,0
45,Female,1989050,Salaried,Not Graduate,Single,3,1745625,360,565,No,Semiurban,0
37,Female,723340,Self-Employed,Graduate,Single,2,1867030,360,546,No,Semiurban,0
33,Female,1212965,Unemployed,Graduate,Single,0,1680168,360,377,Yes,Semiurban,0
40,Female,508105,Self-Employed,Not Graduate,Single,1,983146,36,552,No,Rural,0
45,Female,1790975,Salaried,Graduate,Single,3,1881246,12,774,No,Rural,1
24,Male,1030147,Salaried,Not Graduate,Married,2,1435823,120,475,No,Semiurban,0
30,Male,987165,Self-Employed,Graduate,Married,3,1992171,180,720,No,Urban,0
23,Male,1022318,Self-Employed,Graduate,Single,1,547288,24,871,Yes,Rural,1
61,Male,1356329,Self-Employed,Graduate,Married,2,298134,120,760,No,Rural,1
38,Male,1812388,Self-Employed,Graduate,Married,2,168778,12,553,Yes,Urban,1
56,Female,493150,Self-Employed,Graduate,Single,2,1131679,180,819,Yes,Semiurban,0
42,Female,1696064,Unemployed,Graduate,Single,2,1078761,120,406,No,Urban,0
54,Female,1293489,Salaried,Graduate,Single,3,1113906,24,470,No,Rural,0
28,Female,768396,Salaried,Graduate,Married,2,1508256,12,357,No,Semiurban,0
60,Male,929091,Self-Employed,Not Graduate,Single,3,1231782,36,636,No,Semiurban,1
64,Male,419637,Self-Employed,Graduate,Married,2,1223255,36,641,Yes,Urban,0
39,Male,219639,Self-Employed,Not Graduate,Married,2,623697,60,589,No,Rural,1
62,Female,1430028,Salaried,Graduate,Married,1,276270,120,383,No,Rural,1
61,Male,1515103,Self-Employed,Graduate,Married,3,50184,24,416,Yes,Semiurban,1
57,Female,1856930,Self-Employed,Graduate,Single,3,539139,120,833,No,Rural,1
26,Male,1923216,Salaried,Graduate,Married,4,171529,12,518,No,Semiurban,1
46,Male,459378,Salaried,Graduate,Single,1,1860296,60,401,No,Semiurban,0
54,Female,1114795,Salaried,Graduate,Married,3,1957807,24,755,No,Semiurban,1
26,Male,1851538,Salaried,Graduate,Single,1,105810,120,825,No,Rural,1
57,Male,636084,Salaried,Graduate,Single,1,1701591,24,565,No,Urban,1
53,Female,1728458,Salaried,Not Graduate,Single,1,1298698,12,586,No,Semiurban,1
42,Male,1959771,Salaried,Graduate,Married,0,1087825,60,440,Yes,Urban,1
41,Female,419515,Self-Employed,Graduate,Married,3,1563405,24,705,No,Urban,0
26,Male,1770179,Self-Employed,Graduate,Married,1,1935554,12,592,Yes,Urban,0
26,Male,1937500,Self-Employed,Not Graduate,Single,0,609408,36,330,No,Urban,1
24,Male,1850115,Salaried,Graduate,Married,0,753844,24,470,No,Urban,1
50,Male,382520,Salaried,Graduate,Married,2,1814499,60,654,No,Semiurban,0
31,Male,1802390,Self-Employed,Graduate,Married,2,1435756,240,504,Yes,Rural,0
50,Male,1442035,Salaried,Graduate,Single,3,130528,180,777,No,Urban,1
51,Male,821986,Unemployed,Graduate,Married,2,236185,180,590,Yes,Rural,1
44,Male,387330,Self-Employed,Not Graduate,Married,3,234168,24,410,No,Rural,0
29,Female,1304149,Salaried,Graduate,Single,0,1632997,24,367,No,Semiurban,0
23,Female,1074634,Unemployed,Graduate,Single,0,1760341,12,672,No,Urban,0
51,Male,287900,Salaried,Graduate,Single,3,1836346,120,495,Yes,Rural,0
60,Male,469658,Salaried,Graduate,Single,2,1719857,180,425,No,Rural,0
57,Female,650364,Self-Employed,Graduate,Single,2,165742,360,561,No,Urban,1
56,Male,1704316,Salaried,Graduate,Single,3,722445,120,454,No,Semiurban,1
44,Male,1434283,Unemployed,Graduate,Married,4,1658566,180,880,No,Semiurban,1
51,Female,1906600,Salaried,Graduate,Married,2,1874011,24,407,Yes,Urban,0
26,Male,1703493,Salaried,Graduate,Single,1,1243150,360,722,No,Rural,1
22,Male,1871819,Self-Employed,Not Graduate,Married,2,358623,60,334,No,Semiurban,0
40,Female,848419,Self-Employed,Graduate,Single,4,653672,60,343,No,Semiurban,0
48,Male,1675870,Salaried,Graduate,Married,0,1186533,240,715,No,Rural,1
31,Male,1896868,Salaried,Graduate,Single,0,1375146,180,584,Yes,Rural,1
24,Female,673116,Self-Employed,Graduate,Single,0,1562023,360,746,No,Rural,1
35,Male,1653061,Salaried,Graduate,Married,2,819867,180,817,Yes,Rural,1
26,Female,663066,Self-Employed,Graduate,Married,0,883297,12,326,No,Urban,0
50,Male,414179,Self-Employed,Not Graduate,Married,4,621692,24,526,No,Rural,1
58,Male,1308343,Self-Employed,Not Graduate,Married,4,1714110,24,724,No,Semiurban,0
22,Female,583961,Self-Employed,Graduate,Married,2,893855,240,867,No,Rural,1
35,Female,691529,Salaried,Not Graduate,Married,1,140947,120,667,Yes,Rural,1
31,Male,727263,Self-Employed,Not Graduate,Married,2,1566171,12,609,Yes,Urban,0
28,Female,304226,Self-Employed,Graduate,Married,0,1129728,36,404,Yes,Urban,0
46,Female,1112454,Salaried,Not Graduate,Single,2,416014,60,317,Yes,Rural,0
64,Male,641818,Unemployed,Graduate,Married,4,342881,60,504,No,Urban,0
25,Male,206396,Salaried,Graduate,Married,2,628613,24,342,Yes,Urban,0
26,Male,1691019,Salaried,Graduate,Single,2,1268415,240,388,No,Urban,0
46,Female,268920,Salaried,Graduate,Single,1,1323440,360,885,No,Urban,1
24,Female,556547,Unemployed,Graduate,Single,4,1856106,12,456,No,Rural,0
39,Female,344999,Salaried,Graduate,Single,3,1755938,36,565,No,Urban,0
40,Female,1809090,Self-Employed,Not Graduate,Married,3,918591,60,433,No,Urban,1
53,Male,1807583,Self-Employed,Not Graduate,Married,4,765597,12,763,Yes,Semiurban,1
40,Female,213014,Salaried,Not Graduate,Single,3,1416433,36,431,No,Rural,0
32,Male,1762210,Salaried,Not Graduate,Single,0,1140391,180,333,No,Urban,1
21,Female,744699,Self-Employed,Not Graduate,Married,3,508213,24,382,No,Semiurban,0
46,Male,335550,Salaried,Graduate,Married,0,1552651,120,431,Yes,Urban,0
34,Male,1866190,Self-Employed,Graduate,Married,4,1868165,60,727,No,Rural,1
58,Male,1385382,Salaried,Graduate,Married,3,1093030,60,503,Yes,Semiurban,1
57,Female,1620413,Salaried,Not Graduate,Single,3,768596,36,635,No,Semiurban,1
31,Male,1183994,Self-Employed,Graduate,Married,0,1448507,120,796,No,Rural,1
56,Male,488585,Salaried,Not Graduate,Single,0,1609674,360,741,No,Semiurban,1
33,Female,1244697,Salaried,Graduate,Single,2,1438963,180,557,No,Semiurban,1
63,Male,1194890,Salaried,Graduate,Single,1,1581445,12,591,No,Urban,1
23,Female,1935354,Salaried,Not Graduate,Married,3,72743,24,424,No,Semiurban,1
53,Female,472341,Salaried,Graduate,Single,1,893171,12,474,Yes,Rural,0
26,Male,1283153,Self-Employed,Graduate,Married,1,1742356,36,791,No,Urban,1
30,Male,506778,Salaried,Graduate,Single,3,1043830,360,379,No,Semiurban,0
25,Female,1447682,Salaried,Graduate,Married,0,1081109,360,604,Yes,Urban,1
43,Male,1634223,Self-Employed,Not Graduate,Single,2,934588,60,809,No,Rural,1
30,Female,1185141,Salaried,Graduate,Single,4,704563,180,643,Yes,Semiurban,1
64,Female,1691037,Salaried,Graduate,Married,3,1310780,60,869,Yes,Rural,1
22,Female,810197,Unemployed,Graduate,Married,3,80339,12,390,No,Rural,0
33,Male,655200,Self-Employed,Not Graduate,Single,4,1132697,180,468,No,Semiurban,0
60,Female,1681817,Self-Employed,Graduate,Single,1,486211,240,633,Yes,Semiurban,1
22,Male,626379,Self-Employed,Graduate,Married,2,1019536,24,535,No,Urban,0
40,Male,1670871,Salaried,Not Graduate,Single,1,1474852,36,698,No,Rural,1
21,Male,1604407,Self-Employed,Graduate,Married,4,1017335,24,887,Yes,Semiurban,1
57,Male,675754,Salaried,Not Graduate,Married,4,1140022,360,776,No,Rural,1
29,Female,1186149,Salaried,Graduate,Single,2,1347956,36,834,No,Semiurban,1
37,Male,496030,Salaried,Graduate,Married,4,1225106,360,884,Yes,Rural,1
29,Female,478055,Salaried,Graduate,Single,4,488894,24,387,No,Urban,0
31,Female,1952502,Salaried,Not Graduate,Married,2,988202,240,552,Yes,Rural,0
35,Male,1612538,Unemployed,Not Graduate,Married,3,810528,12,657,No,Semiurban,0
44,Female,238422,Salaried,Graduate,Single,1,1572044,120,357,No,Urban,0
58,Female,1701676,Salaried,Graduate,Married,3,1457062,180,698,Yes,Urban,1
55,Male,1165691,Salaried,Not Graduate,Single,3,133404,36,820,No,Semiurban,1
50,Female,485513,Salaried,Graduate,Married,1,1408638,12,824,No,Urban,1
51,Female,1986901,Self-Employed,Not Graduate,Married,3,1195242,60,716,No,Rural,1
25,Female,1491293,Salaried,Graduate,Married,2,558594,60,692,No,Rural,1
64,Female,1819771,Salaried,Not Graduate,Married,1,1286883,24,521,Yes,Semiurban,0
34,Male,1108378,Salaried,Graduate,Single,0,1628989,360,628,No,Rural,1
31,Female,882722,Self-Employed,Graduate,Married,3,1337156,60,671,No,Semiurban,0
29,Female,1036388,Salaried,Graduate,Married,4,826716,360,810,No,Urban,1
54,Female,1941396,Salaried,Not Graduate,Married,1,1488142,120,452,No,Rural,1
32,Female,1980957,Salaried,Graduate,Single,0,1068155,36,779,No,Semiurban,1
55,Male,1625159,Salaried,Graduate,Single,4,1801447,24,882,No,Rural,1
55,Female,1350847,Salaried,Graduate,Single,0,1331660,36,319,No,Urban,0
21,Male,1184104,Self-Employed,Graduate,Single,3,341190,36,892,No,Urban,1
60,Female,503548,Self-Employed,Not Graduate,Married,4,269368,240,527,No,Rural,0
42,Male,1928264,Self-Employed,Not Graduate,Married,3,1483338,12,645,Yes,Urban,1
49,Male,994156,Salaried,Graduate,Married,4,1632978,60,318,No,Semiurban,0
28,Male,1366053,Salaried,Not Graduate,Single,1,1099213,180,743,No,Rural,1
31,Male,1427880,Salaried,Not Graduate,Single,2,1661498,36,667,No,Rural,1
61,Male,1176163,Unemployed,Not Graduate,Married,2,400857,360,446,No,Urban,0
57,Female,1738853,Self-Employed,Graduate,Married,0,1658640,120,803,Yes,Semiurban,1
34,Female,965363,Self-Employed,Not Graduate,Married,4,1777536,240,729,No,Rural,0
50,Female,1994298,Salaried,Graduate,Single,3,1049291,360,739,Yes,Rural,1
55,Male,1844000,Salaried,Graduate,Married,1,1387529,120,497,No,Urban,1
41,Female,1540598,Salaried,Not Graduate,Married,1,991260,360,586,No,Urban,1
57,Male,502621,Self-Employed,Graduate,Single,1,502685,180,864,No,Semiurban,1
25,Male,622697,Unemployed,Graduate,Single,2,1661232,60,668,No,Semiurban,0
39,Female,881658,Unemployed,Not Graduate,Married,3,127185,60,539,No,Urban,0
34,Female,1849163,Salaried,Not Graduate,Single,1,963601,24,586,No,Semiurban,1
